satellite_img_name,BD09 coordinate,WGS84 coordinate,carbon_emissions (ton),population (unit),gdp (million yuan),caption,streetview_img_names
Beijing/16_12663_4697_s.jpg,"(12663,4697)","(39.80287189578841, 116.48248495017263)",1336.1014,3788,9652.641,"The image is a bird's eye view of a city, featuring a large residential area with numerous houses and apartment buildings; The area is situated near a highway, with a bridge visible in the background; The city is filled with cars, with at least 14 cars scattered throughout the scene; Some cars are parked, while others are in motion, indicating a bustling urban environment; The aerial view provides a comprehensive view of the city's layout and infrastructure, showcasing the interconnectedness of the residential and transportation areas.","27369_116.489362,39.809446_202003_146.75.jpg, 27268_116.485236,39.805503_201707_61.28.jpg, 27373_116.491017,39.8081_201903_238.71.jpg, 27267_116.487481,39.8064_201707_61.38.jpg, 27362_116.491356,39.807603_202003_325.47.jpg"
Beijing/16_12630_4728_s.jpg,"(12630,4728)","(40.02247139549316, 116.17892955224089)",323.54263,247,20209.943,"The image features a satellite view of a mountainous area with a small village nestled in the valley; The village is surrounded by a lush green forest, and the mountains provide a picturesque backdrop; There are several houses visible in the village, with some located closer to the foreground and others further away; The overall scene conveys a serene and peaceful atmosphere, with the village nestled in the heart of nature.","44967_116.184491,40.024565_201307_303.05.jpg, 45048_116.187995,40.026852_201307_169.54.jpg, 45049_116.183647,40.027507_201307_149.42.jpg, 45035_116.182444,40.025907_201307_192.99.jpg, 45037_116.179405,40.026159_201307_68.83.jpg, 44968_116.180608,40.023481_201307_213.74.jpg"
Beijing/16_12619_4693_s.jpg,"(12619,4693)","(39.77448479643274, 116.07774441959697)",242.00241,885,8132.071,"The image is a satellite view of a city, featuring a large park with a baseball field in the middle; The park is surrounded by apartment buildings, and there are several cars parked in the area; The park is situated near a street, and a traffic light can be seen in the vicinity; The overall scene gives an aerial view of the city, showcasing the park and its surroundings.",
Beijing/16_12632_4712_s.jpg,"(12632,4712)","(39.90921833582619, 116.19732684908524)",2323.1948,14325,10000.0,"The image is a bird's eye view of a city, featuring a large industrial area with numerous buildings and factories; The area is surrounded by trees, giving it a more natural appearance; There are several cars and trucks moving around the industrial area, indicating ongoing activities; In addition to the industrial area, there are also residential buildings and apartment complexes nearby, suggesting a mix of urban and industrial zones; The cityscape is characterized by a combination of greenery and industrial infrastructure, creating a unique blend of urban and natural elements.","36613_116.200178,39.909693_201901_189.1.jpg, 36612_116.20026,39.909652_201901_189.1.jpg, 36638_116.20519,39.914599_201505_183.67.jpg, 36600_116.198642,39.909543_201706_236.55.jpg, 36667_116.205618,39.913119_202301_4.14.jpg, 36609_116.200648,39.91421_201901_3.4.jpg"
Beijing/16_12631_4704_s.jpg,"(12631,4704)","(39.85252090509083, 116.18812820066306)",787.10645,1034,36111.55,"The image shows a large, open field with a golf course situated within it; The golf course is comprised of several holes, and the field is surrounded by trees, providing a scenic and natural environment for the game; There are multiple cars parked around the field, likely belonging to golfers or visitors; The cars are scattered throughout the area, with some closer to the edges of the field and others more towards the center; The presence of these cars suggests that the golf course is a popular destination for people to enjoy the sport.","14754_116.197134,39.858903_201308_338.25.jpg, 14602_116.188647,39.853963_201308_307.28.jpg"
Beijing/16_12617_4704_s.jpg,"(12617,4704)","(39.85252090509083, 116.05934712275263)",92.40035,215,459.45276,"The image features a satellite view of a large body of water, possibly a lake or a river, surrounded by a mountainous landscape; The water appears to be calm, and the mountains provide a picturesque backdrop; The image also shows a few boats floating on the water, adding to the serene atmosphere; The scene is likely taken from a high altitude, providing a comprehensive view of the area.",
Beijing/16_12692_4692_s.jpg,"(12692,4692)","(39.767386176803136, 116.7492457544157)",124.683235,218,4259.6616,"The image depicts a large, open field with a mix of grass and dirt, situated in a rural area; The field is surrounded by a few trees, which provide a natural backdrop to the scene; In the distance, there is a river flowing through the landscape, adding to the serene atmosphere of the area; The field appears to be a suitable location for agricultural activities, as it is spacious and has ample space for farming.",
Beijing/16_12617_4693_s.jpg,"(12617,4693)","(39.77448479643274, 116.05934712275263)",192.72795,177,692.8197,"The image is a satellite view of a large, open area with a mix of green and brown landscapes; The green areas are likely forested or grassy, while the brown areas are more barren or rocky; The scene features a mix of natural and man-made elements, including a road that cuts through the landscape, a building, and a parking lot; There are also several cars and trucks scattered throughout the area, indicating that the location is likely a popular spot for travelers or residents; The overall scene gives a sense of the vastness and diversity of the landscape, with both natural and",
Beijing/16_12662_4733_s.jpg,"(12662,4733)","(40.05782418747476, 116.47328630175046)",921.05273,647,23355.791,"The image depicts a large, open field with a dirt road running through it; The field is situated near a building, possibly a factory or a warehouse; There are several trucks parked in the field, with some closer to the road and others scattered throughout the area; The trucks are likely being used for transportation or logistics purposes related to the nearby building; The overall scene gives off a sense of an industrial or commercial area.","46581_116.480557,40.059547_201601_186.0.jpg"
Beijing/16_12654_4729_s.jpg,"(12654,4729)","(40.02954343190868, 116.39969711437307)",2293.771,6345,10000.0,"The image depicts a large, open field with a mix of grass and dirt, situated near a river; The field is surrounded by trees, creating a picturesque landscape; In the background, there is a parking lot with several cars parked, indicating that the area is likely a popular spot for outdoor activities or relaxation; The combination of the open field, river, and parking lot creates a serene and inviting atmosphere for visitors to enjoy the natural surroundings.","44685_116.40417,40.032971_201902_186.46.jpg, 44704_116.404139,40.031368_201902_191.15.jpg, 44856_116.404975,40.033244_201902_7.03.jpg, 44865_116.404016,40.031378_201902_91.1.jpg, 44794_116.406628,40.031421_201902_270.87.jpg, 44809_116.400567,40.031372_201902_91.64.jpg, 44699_116.404329,40.031369_201902_91.62.jpg, 44795_116.400737,40.03151_201902_269.93.jpg, 44813_116.405654,40.031537_201902_271.45.jpg, 44859_116.404946,40.034236_201902_6.49.jpg"
Beijing/16_12689_4734_s.jpg,"(12689,4734)","(40.064892528695054, 116.72164980914917)",186.18697,201,3225.6616,"The image depicts a large, open field with a mix of grass and dirt, situated in a rural area; The field is surrounded by a few houses, and there are also some trees scattered throughout the scene; The sky is blue, adding to the serene atmosphere of the landscape; The field appears to be a large, open space, providing a peaceful environment for the surrounding homes.","48800_116.722005,40.067173_201310_124.08.jpg"
Beijing/16_12685_4728_s.jpg,"(12685,4728)","(40.02247139549316, 116.68485521546047)",206.44548,461,3468.6494,"The image depicts a large city with a mix of industrial and residential areas; The city is filled with various buildings, including apartment buildings, and a train station; The train station is located near a busy road, and there are multiple trains visible on the tracks; The city is also home to a large number of cars, with several cars parked or driving on the streets; The combination of buildings, train station, and vehicles creates a bustling urban environment.",
Beijing/16_12661_4712_s.jpg,"(12661,4712)","(39.90921833582619, 116.46408765332829)",3829.593,20214,10000.0,"The image is a bird's eye view of a city, featuring a large intersection with multiple traffic lights; The intersection is surrounded by tall buildings, creating a bustling urban environment; There are several traffic lights visible in the scene, with some located near the center of the intersection and others positioned at various points around the area; The cityscape is characterized by the presence of numerous cars, with some parked or moving through the streets, and others waiting at the traffic lights; The overall scene captures the essence of a busy city with a well-connected transportation system.","36517_116.466053,39.912308_202301_268.04.jpg, 36490_116.469298,39.910376_202301_89.97.jpg, 37723_116.471829,39.915098_202301_180.72.jpg, 36557_116.465943,39.914865_201902_283.48.jpg, 37724_116.471713,39.915099_202301_180.72.jpg, 36516_116.467747,39.912233_202301_88.04.jpg, 17196_116.471933,39.913042_202301_0.27.jpg, 36552_116.469315,39.914328_201902_93.62.jpg"
Beijing/16_12642_4714_s.jpg,"(12642,4714)","(39.92338530941099, 116.28931333330698)",4384.4927,10726,10000.0,"The image is a bird's eye view of a city, featuring a large park with a green field and a river running through it; The park is surrounded by apartment buildings, and there are several cars parked along the streets; The city is bustling with activity, as numerous people can be seen walking around and enjoying the outdoors; The aerial view provides a comprehensive view of the city's layout, including the park, apartment buildings, and streets.","37193_116.290453,39.926457_202003_176.04.jpg, 37191_116.297957,39.926832_201706_91.91.jpg"
Beijing/16_12684_4740_s.jpg,"(12684,4740)","(40.10728705332216, 116.6756565670383)",729.22906,873,16421.047,"The image features a large, open field with a lake in the middle, surrounded by apartment buildings; The field is located near a road, and the apartment buildings are situated on both sides of the road; The scene appears to be a bird's eye view of the area, providing a clear view of the lake and the surrounding buildings.","49595_116.681504,40.109523_201901_156.12.jpg, 49589_116.68391,40.107476_201901_277.23.jpg, 49598_116.681142,40.114004_201901_354.48.jpg, 49597_116.681815,40.108152_201901_353.46.jpg, 27806_116.684243,40.110505_201901_101.34.jpg, 27807_116.678388,40.110987_201901_90.55.jpg, 49590_116.678023,40.10766_201901_271.14.jpg, 49587_116.680884,40.107391_201901_90.52.jpg"
Beijing/16_12636_4693_s.jpg,"(12636,4693)","(39.77448479643274, 116.23412144277394)",518.0961,205,7221.2935,"The image is an aerial view of a large campus with various buildings and a green field; The campus is situated in a city, and it appears to be a college campus; The buildings are spread across the campus, with some located closer to the foreground and others further in the background; The green field is located in the middle of the campus, providing a natural space for students and faculty to relax and enjoy outdoor activities; The overall scene gives a sense of a bustling and vibrant educational environment.","11848_116.240343,39.776102_201309_3.42.jpg, 11846_116.239849,39.778154_201309_183.29.jpg"
Beijing/16_12643_4740_s.jpg,"(12643,4740)","(40.10728705332216, 116.29851198172915)",1155.6621,1727,4356.2324,"The image is a satellite view of a large city with a mix of industrial and residential areas; The city is characterized by numerous buildings, including apartment complexes, factories, and other structures; There are several cars and trucks visible on the streets, indicating that the city is bustling with activity; The aerial view provides a comprehensive overview of the city's layout and infrastructure, showcasing the interconnectedness of residential and industrial areas.","51387_116.303283,40.11106_201902_80.8.jpg, 51380_116.305471,40.10773_201902_345.54.jpg"
Beijing/16_12679_4728_s.jpg,"(12679,4728)","(40.02247139549316, 116.62966332492744)",540.2921,3387,11813.026,"The image depicts a large, open field with a road running through it, surrounded by a few trees; The field is located near a town, as evidenced by the presence of a few buildings in the background; There are several trucks parked in the field, possibly for transportation or storage purposes; Additionally, there are a few cars scattered around the area, some of which are parked near the trucks; The scene gives off a sense of an industrial or commercial area, with the field being used for parking and storage purposes.","48076_116.638556,40.02834_201309_264.73.jpg, 48044_116.638235,40.024054_201309_53.12.jpg, 48071_116.634466,40.027925_201602_178.03.jpg, 48072_116.636386,40.023829_201602_54.28.jpg"
Beijing/16_12690_4716_s.jpg,"(12690,4716)","(39.937549328869856, 116.73084845757134)",562.9849,1859,7997.921,"The image is a bird's eye view of a large city, featuring a mix of urban and rural elements; The city is characterized by a variety of buildings, including apartment complexes, and a large parking lot; There are also several cars parked in the parking lot, and a truck visible in the scene; The city is situated near a farm, which adds a unique touch to the urban landscape; The aerial view provides a comprehensive view of the city's layout, showcasing the interconnectedness of urban and rural spaces.","38146_116.732,39.943695_201601_270.15.jpg, 38099_116.738589,39.94349_201601_90.02.jpg, 38098_116.732697,39.943505_201601_89.77.jpg, 38107_116.738558,39.943606_201601_90.02.jpg, 38106_116.732667,39.943622_201601_89.77.jpg, 38109_116.732014,39.943789_201601_270.15.jpg, 38108_116.737905,39.943766_201601_270.39.jpg, 38145_116.737892,39.943671_201601_270.39.jpg"
Beijing/16_12674_4731_s.jpg,"(12674,4731)","(40.04368528776988, 116.58367008281655)",1426.5714,1631,10172.256,"The image depicts a large, open field with a highway running through it; The highway is surrounded by trees, creating a scenic view; There are several cars on the highway, indicating that it is a busy road; In addition to the highway, there are multiple traffic lights positioned along the road, ensuring the safe flow of traffic; The presence of the trees and the highway make the scene appear somewhat like a painting.","48391_116.587033,40.050551_201902_262.98.jpg, 48372_116.592414,40.044443_201902_263.86.jpg"
Beijing/16_12644_4729_s.jpg,"(12644,4729)","(40.02954343190868, 116.30771063015133)",1687.3064,14718,10000.0,"The image is a satellite view of a city, featuring a large parking lot with several cars parked in it; The parking lot is situated next to a building, which appears to be a school; The surrounding area is filled with trees, giving the impression of a well-maintained and green environment.In addition to the parking lot and school, there are other buildings visible in the image, indicating that the city has a mix of residential, commercial, and educational spaces; The overall scene showcases a typical urban landscape with various structures and greenery.","45065_116.307712,40.033187_201308_339.98.jpg, 45153_116.311758,40.036263_202003_278.11.jpg, 45066_116.30973,40.034206_201902_165.7.jpg, 45158_116.314658,40.032308_201707_147.49.jpg, 45159_116.314037,40.033237_201707_322.1.jpg, 45072_116.314064,40.030668_201902_339.38.jpg, 45155_116.314757,40.035527_202003_104.32.jpg, 45154_116.314811,40.035484_202003_115.25.jpg, 45175_116.309973,40.036474_202003_261.87.jpg, 45073_116.310139,40.034569_201902_319.76.jpg, 45157_116.310281,40.036241_201706_86.17.jpg"
Beijing/16_12626_4713_s.jpg,"(12626,4713)","(39.91630219186917, 116.14213495855219)",1040.1035,11691,10000.0,"The image depicts a large body of water, possibly a lake or a river, surrounded by a mix of trees and buildings; The water appears to be a mix of blue and green, indicating that it might be a reservoir or a river with a mix of fresh and saltwater; There are several boats scattered across the water, some closer to the shore and others further away; The boats are of varying sizes and are likely used for recreational purposes or transportation; The scene also features a train passing by on the left side of the image, adding to the overall atmosphere of the area.","36797_116.145019,39.918363_201308_290.06.jpg, 36928_116.150804,39.922934_201901_271.79.jpg, 36988_116.145701,39.92282_201706_88.04.jpg, 36652_116.150786,39.91814_201308_266.5.jpg, 36993_116.144671,39.922727_202003_88.14.jpg, 36994_116.150562,39.922766_202003_89.61.jpg, 36785_116.145297,39.919226_201308_315.43.jpg, 36995_116.147586,39.922994_201901_268.77.jpg, 36926_116.147577,39.923051_202003_270.75.jpg"
Beijing/16_12644_4728_s.jpg,"(12644,4728)","(40.02247139549316, 116.30771063015133)",1927.8954,12383,10000.0,"The image depicts a large, open field with a river running through it, surrounded by a city; The field is located near apartment buildings and a train station, creating a unique blend of urban and natural environments; The river appears to be a significant feature in the area, providing a scenic view for the residents and visitors.","44987_116.313723,40.028754_201902_78.12.jpg"
Beijing/16_12644_4691_s.jpg,"(12644,4691)","(39.76028681931982, 116.30771063015133)",1333.2828,6140,9652.641,"The image is an aerial view of a city with a large industrial area featuring several factories and warehouses; The area is surrounded by a highway, which is visible in the foreground; There are numerous trucks scattered throughout the industrial area, some of which are parked and others are driving; The trucks are of various sizes and are positioned at different locations within the industrial zone; The scene captures the bustling nature of the industrial area and the importance of transportation in the city.","10840_116.315106,39.762064_201903_94.16.jpg, 10839_116.309215,39.762035_201902_90.93.jpg, 10830_116.310553,39.765444_201903_91.28.jpg, 9819_116.315894,39.761444_201902_179.31.jpg, 10831_116.316444,39.765451_201903_90.71.jpg, 10316_116.310775,39.765718_201903_181.22.jpg"
Beijing/16_12630_4718_s.jpg,"(12630,4718)","(39.95171039396103, 116.17892955224089)",1049.361,3239,39727.234,"The image is an aerial view of a large city with a river running through it; The city is filled with various buildings, including apartment complexes, and a school; The apartment complexes are situated on the outskirts of the city, with some located closer to the river; The school is located in the middle of the city, surrounded by other buildings; The city is also home to a large number of cars, with several cars parked or driving on the streets; The presence of the river adds a natural element to the urban landscape, providing a scenic view for the residents and visitors.",
Beijing/16_12657_4709_s.jpg,"(12657,4709)","(39.88796233699373, 116.4272930596396)",3389.9888,23767,10000.0,"The image is a bird's eye view of a large city, showcasing a bustling urban environment; The city is filled with numerous buildings, including skyscrapers, and is surrounded by trees; The streets are busy with traffic, as evidenced by the numerous cars and trucks moving throughout the city; The scene captures the essence of a thriving metropolis with a mix of architectural styles and a lively atmosphere.","21788_116.427508,39.892208_202003_88.89.jpg, 21786_116.432211,39.892119_201901_90.64.jpg, 21789_116.431131,39.892494_201901_268.63.jpg"
Beijing/16_12652_4728_s.jpg,"(12652,4728)","(40.02247139549316, 116.38129981752873)",2528.242,6552,10000.0,"The image is an aerial view of a large city with a mix of buildings and parking lots; There are several parking lots scattered throughout the city, some of which are located near the buildings; The city is also home to a large stadium, which can be seen in the middle of the scene; The presence of multiple cars and trucks in the parking lots and on the streets indicates that the city is bustling with activity; The aerial view provides a comprehensive view of the city's layout and infrastructure, showcasing the various elements that make up the urban landscape.",
Beijing/16_12632_4725_s.jpg,"(12632,4725)","(40.001250852661876, 116.19732684908524)",627.0554,231,10001.742,"The image is an aerial view of a town with a river running through it; The town is situated on a hillside, and the river flows through the middle of the town; There are several buildings visible in the town, including a church and a school; The town appears to be a mix of residential and commercial areas, with a variety of structures and landscapes; The aerial view provides a comprehensive view of the town and its surroundings, showcasing the layout and the relationship between the buildings and the river.",
Beijing/16_12666_4707_s.jpg,"(12666,4707)","(39.87378797915706, 116.51008089543916)",1218.0468,6662,10000.0,"The image is a satellite view of a large city, featuring a highway with multiple lanes and a bridge; The highway is surrounded by buildings, including apartment complexes and industrial facilities; There are several cars on the highway, with some driving in the lanes and others parked near the buildings; The cityscape is bustling with activity, showcasing the urban environment and the importance of transportation infrastructure in the area.",
Beijing/16_12653_4730_s.jpg,"(12653,4730)","(40.036614729344095, 116.3904984659509)",1910.647,8473,10045.485,"The image depicts a large, open field with a golf course situated in the middle of a city; The golf course is surrounded by a mix of residential and commercial buildings, creating a unique urban environment; The field is filled with numerous people enjoying the outdoors, walking or engaging in various activities; The presence of people and the golf course in the middle of the city suggests that the area is well-connected and accessible to residents and visitors alike.","45714_116.390958,40.037329_201902_153.23.jpg, 45723_116.398955,40.042586_201902_354.52.jpg, 45717_116.397829,40.037536_201902_49.78.jpg, 45722_116.397635,40.037908_201902_228.94.jpg"
Beijing/16_12624_4702_s.jpg,"(12624,4702)","(39.838339164530524, 116.12373766170785)",402.21707,2798,3461.1558,"The image is a satellite view of a large city with a mix of residential and industrial areas; The city is densely populated, featuring numerous buildings and streets; There are several cars and trucks visible on the streets, indicating that the city is active and bustling; The city is situated near a forest, which adds to the overall scenery; The image provides a comprehensive view of the city's layout, showcasing its various landmarks and structures.","14145_116.1281,39.839578_201308_2.83.jpg, 14164_116.125156,39.842592_201308_205.22.jpg"
Beijing/16_12662_4702_s.jpg,"(12662,4702)","(39.838339164530524, 116.47328630175046)",1250.5416,13678,10000.0,"The image depicts a large city with a mix of residential and industrial buildings; The city is situated near a highway, with several cars visible on the road; The skyline is filled with various buildings, including apartment complexes and industrial facilities; The city is surrounded by a lush green field, providing a contrast between the urban landscape and the natural environment; The aerial view of the city showcases its size and complexity, highlighting the interconnectedness of different areas within the city.",
Beijing/16_12675_4740_s.jpg,"(12675,4740)","(40.10728705332216, 116.59286873123874)",1957.3838,613,13279.754,"The image is an aerial view of a large parking lot with several cars parked in it; The parking lot is situated next to a building, possibly a shopping mall or a large store; There are at least 13 cars visible in the parking lot, with some parked closer to the building and others further away; The parking lot appears to be well-organized and spacious, providing ample room for visitors to park their vehicles.","49509_116.601496,40.11079_201901_178.76.jpg, 49521_116.598741,40.110638_201901_269.61.jpg"
Beijing/16_12660_4706_s.jpg,"(12660,4706)","(39.866699692745854, 116.45488900490612)",2388.6934,21815,10000.0,"The image is a bird's eye view of a city, featuring a large highway with multiple lanes, surrounded by buildings; The highway is situated near a park, which is visible in the background; The city is filled with various buildings, including apartment complexes and other structures.There are several cars on the highway, with some in the middle lanes and others in the outer lanes; The traffic appears to be moving smoothly, indicating that the city is well-connected by roads and public transportation.","14775_116.462874,39.867444_201902_125.88.jpg, 14797_116.461003,39.869957_202003_88.27.jpg, 16257_116.455747,39.870074_202003_270.62.jpg"
Beijing/16_12642_4726_s.jpg,"(12642,4726)","(40.00832510584011, 116.28931333330698)",2266.4897,3711,10000.0,"The image is a bird's eye view of a city, featuring a large river running through the middle of the area; The city is densely populated, with numerous buildings and roads; There are several cars and trucks on the streets, indicating a busy urban environment; The city is surrounded by a forest, which adds to the overall scenery; The aerial view provides a comprehensive view of the city's layout, showcasing its various landmarks and infrastructure.","43966_116.291107,40.013197_201601_80.38.jpg, 43967_116.296874,40.014373_201601_70.21.jpg, 43972_116.29471,40.013956_201601_253.21.jpg, 43978_116.297597,40.015263_201902_259.33.jpg, 43979_116.291935,40.01368_201902_257.06.jpg, 43984_116.293249,40.014803_201902_66.19.jpg"
Beijing/16_12658_4726_s.jpg,"(12658,4726)","(40.00832510584011, 116.43649170806177)",2606.4397,3188,10000.0,"The image depicts a large, open field with a mix of grass and dirt, situated in a city setting; The field is surrounded by a few trees, providing a natural touch to the urban environment; In the background, there are buildings and a parking lot, indicating that the field is close to an urban area; A few cars can be seen parked in the parking lot, further emphasizing the proximity of the field to the city.","44079_116.439631,40.015361_201902_271.03.jpg"
Beijing/16_12622_4709_s.jpg,"(12622,4709)","(39.88796233699373, 116.1053403648635)",326.30396,2028,11683.075,"The image is a satellite view of a city, featuring a large, densely populated area with numerous buildings; The city is situated on a river, with a bridge connecting the two sides; The buildings are of various sizes and are arranged in a grid-like pattern, creating a dense urban landscape.There are several cars and trucks visible in the scene, moving along the streets and contributing to the bustling atmosphere of the city; The image captures the essence of a thriving metropolis, with its well-connected infrastructure and high population density.","21444_116.112821,39.888621_201901_89.91.jpg, 21394_116.105516,39.890172_201901_315.73.jpg, 21445_116.111289,39.888746_201901_272.78.jpg, 21446_116.11143,39.888808_201901_273.22.jpg, 21449_116.11109,39.8909_201901_273.33.jpg"
Beijing/16_12663_4707_s.jpg,"(12663,4707)","(39.87378797915706, 116.48248495017263)",1950.8402,15970,10000.0,"The image is a bird's eye view of a city, featuring a large building with a dome and a green field nearby; The city is filled with various vehicles, including cars and trucks, moving along the streets and highways; There are also numerous pedestrians scattered throughout the city, walking and interacting with their surroundings; The scene captures the bustling nature of the city and its inhabitants.","16260_116.483764,39.873973_202003_1.45.jpg, 16320_116.489407,39.879049_202003_303.64.jpg, 16361_116.483309,39.875803_201902_183.2.jpg, 16179_116.48669,39.880293_202003_306.12.jpg, 16304_116.489183,39.874554_202301_97.58.jpg, 16360_116.483525,39.875712_201707_2.64.jpg, 16363_116.484058,39.880756_202003_358.75.jpg, 16178_116.490089,39.878393_202003_120.26.jpg, 16315_116.491445,39.877514_202003_123.75.jpg, 16308_116.486313,39.878333_201902_64.54.jpg, 16347_116.48384,39.878269_201707_359.54.jpg"
Beijing/16_12635_4733_s.jpg,"(12635,4733)","(40.05782418747476, 116.22492279435176)",770.849,668,10062.215,"The image depicts a large, open field with a road running through it, surrounded by trees; The road appears to be a highway, and there are multiple traffic lights positioned along the road, ensuring the safe flow of traffic; The field is situated near a town, as evidenced by the presence of buildings in the background; The scene captures a serene and picturesque landscape, with the highway cutting through the natural environment.","46173_116.229156,40.063659_201307_74.89.jpg, 46144_116.231061,40.06386_201308_338.44.jpg, 46145_116.23383,40.058661_201308_336.58.jpg"
Beijing/16_12654_4693_s.jpg,"(12654,4693)","(39.77448479643274, 116.39969711437307)",592.6952,572,3717.0735,"The image depicts a large airport with a runway and several airplanes parked on the tarmac; There are at least 13 airplanes visible in the scene, with some positioned closer to the runway and others further away; The airplanes vary in size and are parked in different orientations, indicating that they are either waiting for takeoff or have recently landed; The airport is surrounded by a mix of green and brown land, giving it a natural and spacious appearance.","11504_116.404004,39.778556_201707_175.58.jpg"
Beijing/16_12677_4718_s.jpg,"(12677,4718)","(39.95171039396103, 116.61126602808308)",791.6246,6028,10051.915,"The image is a bird's eye view of a large industrial complex with several buildings and a road; The complex is situated in a rural area, surrounded by trees and a field; The buildings are spread out across the scene, with some closer to the foreground and others further in the background; The road runs through the middle of the complex, connecting the different buildings; The overall scene gives an impression of a well-organized industrial park with a mix of greenery and infrastructure.","38602_116.615569,39.958767_201308_271.3.jpg"
Beijing/16_12667_4734_s.jpg,"(12667,4734)","(40.064892528695054, 116.51927954386133)",1013.2914,268,14311.811,"The image depicts a large, open field with a mix of dirt and grass; The field is situated in a rural area, surrounded by trees and a few houses; The trees are scattered throughout the scene, with some located closer to the field and others further away; The houses are positioned at various distances from the field, with some closer to the foreground and others in the background; The overall atmosphere of the image is one of tranquility and natural beauty, with the open field providing a sense of space and the trees adding a touch of greenery to the scene.","48530_116.524851,40.066342_201601_304.56.jpg, 49164_116.521454,40.07128_201601_281.81.jpg, 48933_116.526617,40.068023_202003_134.05.jpg, 49079_116.528283,40.069762_201901_43.71.jpg, 49163_116.526507,40.068404_202003_134.68.jpg, 48519_116.524507,40.066317_201601_305.73.jpg"
Beijing/16_12685_4709_s.jpg,"(12685,4709)","(39.88796233699373, 116.68485521546047)",1080.4857,1375,8539.759,"The image is a bird's eye view of a city, featuring a large residential area with numerous buildings; The buildings are densely packed, creating a sense of urban density; The city is situated near a river, which adds to the scenic beauty of the area.There are several cars parked or moving on the streets, indicating that the area is inhabited by residents and visitors; The image captures the essence of a bustling cityscape, with its mix of residential and commercial buildings, and the presence of the river as a natural element.","16472_116.685914,39.891114_201901_267.91.jpg, 16653_116.690684,39.891941_202003_65.69.jpg, 16676_116.686952,39.891071_201901_88.76.jpg, 16677_116.692729,39.89201_201901_241.5.jpg, 16652_116.685058,39.891044_202003_89.43.jpg, 16559_116.688086,39.891062_201901_84.98.jpg, 16569_116.686641,39.890891_202003_91.36.jpg, 16682_116.688694,39.891249_201901_77.99.jpg, 16654_116.688464,39.891328_201901_260.5.jpg, 16233_116.68817,39.888474_201706_76.19.jpg"
Beijing/16_12679_4734_s.jpg,"(12679,4734)","(40.064892528695054, 116.62966332492744)",947.52954,1844,14295.24,"The image features a large airport runway with a mix of grass and dirt, surrounded by trees and a forest; The runway is situated in a rural area, with a few airplanes visible on the tarmac; There are also a few trucks scattered around the airport, likely for maintenance or transportation purposes; The scene captures the essence of a remote airport in a natural setting.","48456_116.635677,40.066414_201706_96.57.jpg, 49034_116.637458,40.068443_201309_329.7.jpg, 49032_116.636733,40.06912_201602_147.09.jpg"
Beijing/16_12644_4713_s.jpg,"(12644,4713)","(39.91630219186917, 116.30771063015133)",4384.4927,13600,10000.0,"The image is a satellite view of a large city with a mix of residential and commercial buildings; The city is densely populated, with numerous tall buildings and apartment complexes; The streets are filled with cars, buses, and trucks, indicating a bustling urban environment; There are also several traffic lights scattered throughout the city, helping to manage the flow of traffic; The cityscape is characterized by a mix of architectural styles and a lively atmosphere.","36745_116.316626,39.922141_202003_93.85.jpg, 36742_116.309459,39.91887_201308_94.3.jpg, 36772_116.316757,39.922533_201902_272.01.jpg, 36774_116.313707,39.922519_202003_273.15.jpg"
Beijing/16_12636_4737_s.jpg,"(12636,4737)","(40.086093117475535, 116.23412144277394)",1065.3859,1338,9997.836,"The image is a bird's eye view of a large city with a mix of residential and industrial buildings; The city is situated on a hill, and the buildings are spread out across the area; There are several cars and trucks visible on the streets, indicating that the city is bustling with activity; The aerial view provides a comprehensive view of the city's layout, showcasing the various structures and the interconnected streets.","50662_116.237149,40.086642_201901_67.79.jpg, 50654_116.24108,40.089107_201901_338.88.jpg, 50668_116.239417,40.087208_201901_75.53.jpg, 50663_116.242835,40.088135_201901_66.64.jpg, 50652_116.240432,40.090153_201901_158.45.jpg"
Beijing/16_12651_4741_s.jpg,"(12651,4741)","(40.114350220038794, 116.37210116910654)",835.1627,6035,7512.1636,"The image is a bird's eye view of a city, featuring a large building with a clock tower; The building is situated in the middle of the city, surrounded by numerous houses and apartment buildings; The city is filled with various vehicles, including cars and trucks, which are scattered throughout the streets; Some cars are parked, while others are in motion, contributing to the bustling urban atmosphere; The aerial view provides a comprehensive overview of the city's layout and the diverse range of structures within it.","51039_116.376151,40.115093_202003_262.27.jpg"
Beijing/16_12651_4727_s.jpg,"(12651,4727)","(40.015398620127094, 116.37210116910654)",4359.4946,10884,10000.0,"The image is a bird's eye view of a large city, featuring a mix of residential and commercial buildings; The city is densely populated, with numerous buildings of various sizes and heights; The streets are filled with cars, buses, and trucks, indicating a bustling urban environment; There are also several traffic lights scattered throughout the city, helping to manage the flow of traffic; The image captures the essence of a busy metropolis, showcasing the city's architectural diversity and the constant movement of people and vehicles.","44104_116.378871,40.019424_201902_66.59.jpg, 44164_116.377693,40.020502_201902_109.32.jpg, 44100_116.373751,40.016781_201902_193.3.jpg, 44669_116.374675,40.021678_201902_268.65.jpg, 44649_116.374396,40.021257_201707_90.11.jpg, 44103_116.37393,40.016792_201902_193.3.jpg, 44650_116.379441,40.021375_201707_270.71.jpg, 44117_116.373968,40.017519_201706_206.73.jpg, 43737_116.375112,40.0182_201902_46.6.jpg"
